Event Type,Button/Key,Action,Position,Timestamp
Mouse,Move,Moved,(838.74609375, 304.73828125),2025-02-21 21:09:51
Mouse,Move,Moved,(830, 303.765625),2025-02-21 21:09:51
Mouse,Move,Moved,(810.28515625, 300.94921875),2025-02-21 21:09:51
Mouse,Move,Moved,(790.5703125, 300.94921875),2025-02-21 21:09:51
Mouse,Move,Moved,(775.76171875, 300.94921875),2025-02-21 21:09:51
Mouse,Move,Moved,(763.22265625, 300.94921875),2025-02-21 21:09:51
Mouse,Move,Moved,(754.44921875, 304.84765625),2025-02-21 21:09:51
Mouse,Move,Moved,(745.9609375, 312.2734375),2025-02-21 21:09:51
Mouse,Move,Moved,(739.59375, 321.8203125),2025-02-21 21:09:51
Mouse,Move,Moved,(733.85546875, 333.29296875),2025-02-21 21:09:51
Mouse,Move,Moved,(727.87109375, 355.71875),2025-02-21 21:09:51
Mouse,Move,Moved,(727.87109375, 370.5234375),2025-02-21 21:09:51
Mouse,Move,Moved,(727.87109375, 387.69140625),2025-02-21 21:09:51
Mouse,Move,Moved,(727.87109375, 404.859375),2025-02-21 21:09:51
Mouse,Move,Moved,(731.421875, 411.96484375),2025-02-21 21:09:51
Mouse,Move,Moved,(738.82421875, 425.5390625),2025-02-21 21:09:51
Mouse,Move,Moved,(749.390625, 440.06640625),2025-02-21 21:09:51
Mouse,Move,Moved,(759.26171875, 451.171875),2025-02-21 21:09:51
Mouse,Move,Moved,(770.3671875, 461.04296875),2025-02-21 21:09:51
Mouse,Move,Moved,(778.8515625, 467.40625),2025-02-21 21:09:51
Mouse,Move,Moved,(789.45703125, 471.6484375),2025-02-21 21:09:51
Mouse,Move,Moved,(796.5625, 473.421875),2025-02-21 21:09:51
Mouse,Move,Moved,(805.33203125, 474.39453125),2025-02-21 21:09:51
Mouse,Move,Moved,(814.1015625, 474.39453125),2025-02-21 21:09:52
Mouse,Move,Moved,(821.20703125, 474.39453125),2025-02-21 21:09:52
Mouse,Move,Moved,(821.4140625, 474.39453125),2025-02-21 21:09:52
Mouse,Move,Moved,(827.03125, 475.1953125),2025-02-21 21:09:52
Mouse,Move,Moved,(836.578125, 480.49609375),2025-02-21 21:09:52
Mouse,Move,Moved,(854.87890625, 488.94140625),2025-02-21 21:09:52
Mouse,Move,Moved,(893.30078125, 509.1640625),2025-02-21 21:09:52
Mouse,Move,Moved,(931.72265625, 529.38671875),2025-02-21 21:09:52
Mouse,Move,Moved,(977.9140625, 553.58203125),2025-02-21 21:09:52
Mouse,Move,Moved,(1032.59765625, 579.734375),2025-02-21 21:09:52
Mouse,Move,Moved,(1087.28125, 605.88671875),2025-02-21 21:09:52
Mouse,Move,Moved,(1146.484375, 635.48828125),2025-02-21 21:09:52
Mouse,Move,Moved,(1171.53515625, 648.84765625),2025-02-21 21:09:52
Mouse,Move,Moved,(1219.58984375, 676.30859375),2025-02-21 21:09:52
Mouse,Move,Moved,(1258.01171875, 698.5546875),2025-02-21 21:09:52
Mouse,Move,Moved,(1270.3515625, 707.19140625),2025-02-21 21:09:52
Mouse,Move,Moved,(1296.71875, 726.52734375),2025-02-21 21:09:52
Mouse,Move,Moved,(1314.66015625, 741.4765625),2025-02-21 21:09:52
Mouse,Move,Moved,(1330.14453125, 754.14453125),2025-02-21 21:09:52
Mouse,Move,Moved,(1338.17578125, 764.46875),2025-02-21 21:09:52
Mouse,Move,Moved,(1344.5390625, 772.953125),2025-02-21 21:09:52
Mouse,Move,Moved,(1349.83984375, 782.5),2025-02-21 21:09:52
Mouse,Move,Moved,(1352.50390625, 789.60546875),2025-02-21 21:09:52
Mouse,Move,Moved,(1353.3046875, 795.22265625),2025-02-21 21:09:52
Mouse,Move,Moved,(1354.19140625, 802.328125),2025-02-21 21:09:52
Mouse,Move,Moved,(1354.19140625, 807.9453125),2025-02-21 21:09:52
Mouse,Move,Moved,(1354.19140625, 813.5625),2025-02-21 21:09:52
Mouse,Move,Moved,(1354.19140625, 820.66796875),2025-02-21 21:09:52
Mouse,Move,Moved,(1354.19140625, 822.8515625),2025-02-21 21:09:52
Mouse,Move,Moved,(1354.19140625, 831.62109375),2025-02-21 21:09:52
Mouse,Move,Moved,(1353.09765625, 833.8046875),2025-02-21 21:09:52
Mouse,Move,Moved,(1352.37890625, 838.10546875),2025-02-21 21:09:52
Mouse,Move,Moved,(1350.94140625, 842.40625),2025-02-21 21:09:52
Mouse,Move,Moved,(1350.39453125, 844.58984375),2025-02-21 21:09:53
Mouse,Move,Moved,(1349.84765625, 846.7734375),2025-02-21 21:09:53
Mouse,Move,Moved,(1349.38671875, 848.15234375),2025-02-21 21:09:53
Mouse,Move,Moved,(1349.38671875, 848.90234375),2025-02-21 21:09:53
Mouse,Move,Moved,(1349.38671875, 850.28125),2025-02-21 21:09:53
Mouse,Move,Moved,(1349.38671875, 851.66015625),2025-02-21 21:09:53
Mouse,Move,Moved,(1349.38671875, 852.41015625),2025-02-21 21:09:53
Mouse,Move,Moved,(1349.38671875, 853.7890625),2025-02-21 21:09:53
Mouse,Move,Moved,(1349.38671875, 855.16796875),2025-02-21 21:09:53
Mouse,Move,Moved,(1349.38671875, 857.3515625),2025-02-21 21:09:53
Mouse,Move,Moved,(1349.38671875, 858.73046875),2025-02-21 21:09:53
Mouse,Move,Moved,(1349.38671875, 860.9140625),2025-02-21 21:09:53
Mouse,Move,Moved,(1349.38671875, 862.29296875),2025-02-21 21:09:53
Mouse,Move,Moved,(1349.38671875, 864.4765625),2025-02-21 21:09:53
Mouse,Move,Moved,(1349.38671875, 866.66015625),2025-02-21 21:09:53
Mouse,Move,Moved,(1349.38671875, 868.84375),2025-02-21 21:09:53
Mouse,Move,Moved,(1348.83984375, 871.02734375),2025-02-21 21:09:53
Mouse,Move,Moved,(1347.74609375, 873.2109375),2025-02-21 21:09:53
Mouse,Move,Moved,(1346.65234375, 875.39453125),2025-02-21 21:09:53
Mouse,Move,Moved,(1345.55859375, 877.578125),2025-02-21 21:09:53
Mouse,Move,Moved,(1344.46484375, 879.76171875),2025-02-21 21:09:53
Mouse,Move,Moved,(1343.37109375, 881.9453125),2025-02-21 21:09:53
Mouse,Move,Moved,(1342.10546875, 885.1015625),2025-02-21 21:09:53
Mouse,Move,Moved,(1341.01171875, 887.28515625),2025-02-21 21:09:53
Mouse,Move,Moved,(1339.91796875, 889.46875),2025-02-21 21:09:53
Mouse,Move,Moved,(1338.82421875, 891.65234375),2025-02-21 21:09:53
Mouse,Move,Moved,(1338.27734375, 893.8359375),2025-02-21 21:09:53
Mouse,Move,Moved,(1338.27734375, 896.9921875),2025-02-21 21:09:53
Mouse,Move,Moved,(1337.73046875, 899.17578125),2025-02-21 21:09:53
Mouse,Move,Moved,(1337.73046875, 902.33203125),2025-02-21 21:09:53
Mouse,Move,Moved,(1337.73046875, 904.515625),2025-02-21 21:09:53
Mouse,Move,Moved,(1337.73046875, 907.671875),2025-02-21 21:09:53
Mouse,Move,Moved,(1337.73046875, 909.85546875),2025-02-21 21:09:53
Mouse,Move,Moved,(1337.73046875, 913.01171875),2025-02-21 21:09:53
Mouse,Move,Moved,(1337.73046875, 916.16796875),2025-02-21 21:09:53
Mouse,Move,Moved,(1337.73046875, 919.32421875),2025-02-21 21:09:53
Mouse,Move,Moved,(1337.73046875, 922.48046875),2025-02-21 21:09:53
Mouse,Move,Moved,(1337.73046875, 925.63671875),2025-02-21 21:09:53
Mouse,Move,Moved,(1337.73046875, 927.8203125),2025-02-21 21:09:53
Mouse,Move,Moved,(1337.73046875, 930.9765625),2025-02-21 21:09:53
Mouse,Move,Moved,(1337.73046875, 933.16015625),2025-02-21 21:09:53
Mouse,Move,Moved,(1337.73046875, 934.5390625),2025-02-21 21:09:53
Mouse,Move,Moved,(1337.73046875, 935.91796875),2025-02-21 21:09:53
Mouse,Move,Moved,(1337.73046875, 937.296875),2025-02-21 21:09:53
Mouse,Move,Moved,(1337.73046875, 938.046875),2025-02-21 21:09:53
Mouse,Move,Moved,(1337.73046875, 939.42578125),2025-02-21 21:09:53
Mouse,Move,Moved,(1337.73046875, 940.8046875),2025-02-21 21:09:53
Mouse,Move,Moved,(1337.73046875, 941.5546875),2025-02-21 21:09:53
Mouse,Move,Moved,(1337.73046875, 942.93359375),2025-02-21 21:09:53
Mouse,Move,Moved,(1337.73046875, 943.68359375),2025-02-21 21:09:53
Mouse,Move,Moved,(1337.4375, 943.97265625),2025-02-21 21:09:53
Mouse,Move,Moved,(1337.4375, 944.72265625),2025-02-21 21:09:53
Mouse,Move,Moved,(1337.14453125, 945.01171875),2025-02-21 21:09:53
Mouse,Move,Moved,(1337.14453125, 945.30078125),2025-02-21 21:09:53
Mouse,Move,Moved,(1336.8515625, 945.58984375),2025-02-21 21:09:53
Mouse,Move,Moved,(1336.8515625, 945.87890625),2025-02-21 21:09:53
Mouse,Move,Moved,(1336.62109375, 945.87890625),2025-02-21 21:09:53
Mouse,Left,Pressed,N/A,2025-02-21 21:09:53
Mouse,Left,Released,N/A,2025-02-21 21:09:53
Mouse,Move,Moved,(1335.5, 945.9921875),2025-02-21 21:09:53
Mouse,Move,Moved,(1324.890625, 945.9921875),2025-02-21 21:09:53
Mouse,Move,Moved,(1316.1171875, 945.9921875),2025-02-21 21:09:53
Mouse,Move,Moved,(1309.0078125, 945.9921875),2025-02-21 21:09:53
Mouse,Move,Moved,(1280.61328125, 945.9921875),2025-02-21 21:09:53
Mouse,Move,Moved,(1258.18359375, 945.9921875),2025-02-21 21:09:53
Mouse,Move,Moved,(1226.5390625, 947.75),2025-02-21 21:09:53
Mouse,Move,Moved,(1198.16015625, 947.75),2025-02-21 21:09:53
Mouse,Move,Moved,(1163.0859375, 949.59375),2025-02-21 21:09:53
Mouse,Move,Moved,(1128.08984375, 949.59375),2025-02-21 21:09:53
Mouse,Move,Moved,(1093.015625, 949.59375),2025-02-21 21:09:53
Mouse,Move,Moved,(1057.94140625, 949.59375),2025-02-21 21:09:53
Mouse,Move,Moved,(1022.9609375, 949.59375),2025-02-21 21:09:53
Mouse,Move,Moved,(987.88671875, 945.8984375),2025-02-21 21:09:53
Mouse,Move,Moved,(959.4921875, 937.546875),2025-02-21 21:09:53
Mouse,Move,Moved,(929.60546875, 923.48046875),2025-02-21 21:09:53
Mouse,Move,Moved,(877.296875, 892.5703125),2025-02-21 21:09:53
Mouse,Move,Moved,(866.1875, 881.4609375),2025-02-21 21:09:53
Mouse,Move,Moved,(811.46875, 824.0078125),2025-02-21 21:09:53
Mouse,Move,Moved,(802.21875, 808.15625),2025-02-21 21:09:53
Mouse,Move,Moved,(752.64453125, 732.33984375),2025-02-21 21:09:53
Mouse,Move,Moved,(730.6484375, 686.14453125),2025-02-21 21:09:53
Mouse,Move,Moved,(722.734375, 660.8203125),2025-02-21 21:09:53
Mouse,Move,Moved,(690.65625, 573.33984375),2025-02-21 21:09:53
Mouse,Move,Moved,(686.16796875, 550.91015625),2025-02-21 21:09:53
Mouse,Move,Moved,(675.61328125, 504.46875),2025-02-21 21:09:53
Mouse,Move,Moved,(667.875, 465.78515625),2025-02-21 21:09:53
Mouse,Move,Moved,(666.640625, 450.9765625),2025-02-21 21:09:53
Mouse,Move,Moved,(663.125, 419.35546875),2025-02-21 21:09:53
Mouse,Move,Moved,(659.95703125, 394.03125),2025-02-21 21:09:53
Mouse,Move,Moved,(659.95703125, 388.41015625),2025-02-21 21:09:53
Mouse,Move,Moved,(658.72265625, 373.6015625),2025-02-21 21:09:53
Mouse,Move,Moved,(657.74609375, 364.828125),2025-02-21 21:09:53
Mouse,Move,Moved,(657.74609375, 360.5234375),2025-02-21 21:09:53
Mouse,Move,Moved,(657.74609375, 357.36328125),2025-02-21 21:09:53
Mouse,Move,Moved,(657.74609375, 355.98046875),2025-02-21 21:09:54
Mouse,Move,Moved,(657.28515625, 354.59765625),2025-02-21 21:09:54
Mouse,Move,Moved,(657.28515625, 354.3046875),2025-02-21 21:09:54
Mouse,Move,Moved,(656.9921875, 354.01171875),2025-02-21 21:09:54
Mouse,Move,Moved,(656.75390625, 354.01171875),2025-02-21 21:09:54
Mouse,Move,Moved,(656.50390625, 354.01171875),2025-02-21 21:09:54
Mouse,Move,Moved,(656.25390625, 354.01171875),2025-02-21 21:09:54
Mouse,Move,Moved,(655.9609375, 354.01171875),2025-02-21 21:09:54
Mouse,Move,Moved,(655.375, 354.01171875),2025-02-21 21:09:54
Mouse,Move,Moved,(655.08203125, 354.01171875),2025-02-21 21:09:54
Mouse,Move,Moved,(653.69921875, 354.01171875),2025-02-21 21:09:54
Mouse,Move,Moved,(652.9453125, 353.6328125),2025-02-21 21:09:54
Mouse,Move,Moved,(650.7578125, 353.0859375),2025-02-21 21:09:54
Mouse,Move,Moved,(647.59765625, 351.8203125),2025-02-21 21:09:54
Mouse,Move,Moved,(644.4375, 350.5546875),2025-02-21 21:09:54
Mouse,Move,Moved,(641.27734375, 348.66015625),2025-02-21 21:09:54
Mouse,Move,Moved,(638.1171875, 346.765625),2025-02-21 21:09:54
Mouse,Move,Moved,(633.30078125, 343.5546875),2025-02-21 21:09:54
Mouse,Move,Moved,(631.91796875, 342.6328125),2025-02-21 21:09:54
Mouse,Move,Moved,(627.1015625, 339.421875),2025-02-21 21:09:54
Mouse,Move,Moved,(624.57421875, 336.89453125),2025-02-21 21:09:54
Mouse,Move,Moved,(621.0078125, 334.0390625),2025-02-21 21:09:54
Mouse,Move,Moved,(618.48046875, 331.51171875),2025-02-21 21:09:54
Mouse,Move,Moved,(615.953125, 329.6171875),2025-02-21 21:09:54
Mouse,Move,Moved,(614.05859375, 327.08984375),2025-02-21 21:09:54
Mouse,Move,Moved,(612.41796875, 325.44921875),2025-02-21 21:09:54
Mouse,Move,Moved,(611.03515625, 324.52734375),2025-02-21 21:09:54
Mouse,Move,Moved,(609.65234375, 323.60546875),2025-02-21 21:09:54
Mouse,Move,Moved,(609.2734375, 322.8515625),2025-02-21 21:09:54
Mouse,Move,Moved,(608.51953125, 322.09765625),2025-02-21 21:09:54
Mouse,Move,Moved,(608.2265625, 321.8046875),2025-02-21 21:09:54
Mouse,Move,Moved,(607.47265625, 321.8046875),2025-02-21 21:09:54
Mouse,Move,Moved,(607.1796875, 321.51171875),2025-02-21 21:09:54
Mouse,Move,Moved,(606.88671875, 321.21875),2025-02-21 21:09:54
Mouse,Move,Moved,(606.63671875, 320.96875),2025-02-21 21:09:54
Mouse,Move,Moved,(606.34375, 320.96875),2025-02-21 21:09:54
Mouse,Move,Moved,(606.34375, 320.67578125),2025-02-21 21:09:54
Mouse,Move,Moved,(606.34375, 320.3828125),2025-02-21 21:09:54
Mouse,Move,Moved,(606.34375, 320.08984375),2025-02-21 21:09:54
Mouse,Move,Moved,(606.05078125, 320.08984375),2025-02-21 21:09:54
Mouse,Move,Moved,(606.05078125, 319.796875),2025-02-21 21:09:54
Mouse,Move,Moved,(605.7578125, 319.50390625),2025-02-21 21:09:54
Mouse,Move,Moved,(605.7578125, 319.25390625),2025-02-21 21:09:54
Mouse,Move,Moved,(605.46484375, 319.25390625),2025-02-21 21:09:54
Mouse,Move,Moved,(605.171875, 318.9609375),2025-02-21 21:09:54
Mouse,Move,Moved,(604.921875, 318.7109375),2025-02-21 21:09:54
Mouse,Move,Moved,(604.671875, 318.7109375),2025-02-21 21:09:54
Mouse,Move,Moved,(604.37890625, 318.41796875),2025-02-21 21:09:54
Mouse,Move,Moved,(604.140625, 318.41796875),2025-02-21 21:09:54
Mouse,Move,Moved,(603.90234375, 318.41796875),2025-02-21 21:09:54
Mouse,Move,Moved,(603.68359375, 318.41796875),2025-02-21 21:09:54
Mouse,Move,Moved,(603.68359375, 318.1875),2025-02-21 21:09:54
Mouse,Move,Moved,(603.68359375, 317.9609375),2025-02-21 21:09:54
Mouse,Move,Moved,(603.390625, 317.9609375),2025-02-21 21:09:54
Mouse,Left,Pressed,N/A,2025-02-21 21:09:54
Mouse,Left,Released,N/A,2025-02-21 21:09:54
